         521498010 function calls (521495097 primitive calls) in 566.919 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       92    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\posixpath.py:41(_get_sep)
        3    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\base.py:1037(unique)
        9    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\groupby.py:674(_selected_obj)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\arrays\_mixins.py:122(reshape)
       15    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\algorithms.py:231(_ensure_arraylike)
       12    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\contextlib.py:238(helper)
       23    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\worksheet\views.py:143(__init__)
       75    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:1093(_is_index_col)
        6    0.000    0.000    0.025    0.004 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\reshape\concat.py:537(<listcomp>)
       33    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\_config\config.py:596(_translate_key)
        4    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\descriptors\serialisable.py:231(__copy__)
      165    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
        3    0.000    0.000    0.010    0.003 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\base.py:4358(_concat)
        3    0.000    0.000    0.004    0.001 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\base.py:1051(nunique)
       15    0.000    0.000    0.000    0.000 <string>:2(__init__)
        3    0.000    0.000    0.080    0.027 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:1358(_open_handles)
        6    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\algorithms.py:282(get_data_algo)
       66    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\styles\cell_style.py:56(__hash__)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\cast.py:743(infer_dtype_from_scalar)
        3    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\base.py:3478(reindex)
       24    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\managers.py:227(is_single_block)
       48    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\ops.py:120(groupings)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\ops.py:298(group_info)
        4    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\packaging\core.py:81(__init__)
        9    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexers.py:313(deprecate_ndim_indexing)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\cast.py:109(maybe_convert_platform)
       30    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\generic.py:569(ndim)
        3    0.000    0.000    0.006    0.002 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\range.py:731(<listcomp>)
       27    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\_config\config.py:608(_warn_if_deprecated)
        3    0.000    0.000    0.047    0.016 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:442(add_index_range_line)
      226    0.000    0.000    0.000    0.000 {built-in method math.isinf}
       21    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\worksheet\worksheet.py:453(rows)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\arrays\datetimelike.py:337(astype)
       16    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\concat.py:504(<genexpr>)
       21    0.000    0.000    0.000    0.000 {pandas._libs.internals.get_blkno_placements}
        3    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\tools\datetimes.py:183(_box_as_indexlike)
       14    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\packaging\manifest.py:157(findall)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\cast.py:1572(construct_1d_arraylike_from_scalar)
        2    0.000    0.000    1.322    0.661 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\excel\_openpyxl.py:483(load_workbook)
       48    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\series.py:422(_constructor)
        3    0.000    0.000    0.003    0.001 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\arrays\datetimelike.py:773(_hasnans)
       19    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       21    0.000    0.000    0.002    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\api.py:221(<genexpr>)
        3    0.000    0.000    0.187    0.062 C:\Users\kiran\anaconda3\lib\site-packages\pandas\tseries\frequencies.py:230(get_freq)
       24    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:3299(_make_date_converter)
       24    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\worksheet\dimensions.py:294(boundaries)
       21    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\worksheet\_read_only.py:160(reset_dimensions)
       18    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\util\_validators.py:208(validate_bool_kwarg)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\generic.py:1603(_get_data_to_aggregate)
        4    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\styles\named_styles.py:114(_recalculate)
       12    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\common.py:480(temp_setattr)
       24    0.000    0.000    0.002    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\reader\workbook.py:39(rels)
       70    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\styles\cell_style.py:52(__new__)
       21    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:3037(_check_thousands)
       30    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\styles\borders.py:49(__init__)
        9    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:116(ensure_int_or_float)
        9    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(sort)
        9    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\grouper.py:861(_convert_grouper)
        5    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\threading.py:1071(is_alive)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\base.py:1963(is_object)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\base.py:6187(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:2175(iget)
       23    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\arrays\_mixins.py:118(nbytes)
        8    0.000    0.000    0.002    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\common.py:104(__exit__)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\generic.py:6013(_convert)
        3    0.000    0.000    0.003    0.001 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\dtypes\concat.py:363(<listcomp>)
       12    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\arrays\sparse\dtype.py:187(construct_from_string)
        6    0.000    0.000    0.000    0.000 {method 'swapaxes' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\tseries\frequencies.py:489(is_superperiod)
        6    0.000    0.000    0.022    0.004 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\reshape\concat.py:609(_concat_indexes)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\groupby.py:699(_set_group_selection)
       24    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\worksheet\dimensions.py:288(__init__)
        3    0.000    0.000    0.099    0.033 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\aggregation.py:549(aggregate)
        3    0.000    0.000    0.002    0.001 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\extension.py:310(astype)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\generic.py:3485(_clear_item_cache)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\csvs.py:118(_get_index_label_flat)
        3    0.000    0.000    0.002    0.001 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\api.py:109(_get_combined_index)
       12    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\frame.py:1158(__len__)
        3    0.000    0.000    0.099    0.033 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\base.py:303(_try_aggregate_string_function)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:438(add_object_type_line)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:448(<listcomp>)
        6    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(min_scalar_type)
        6    0.000    0.000    0.036    0.006 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\generic.py:10782(sum)
       30    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\packaging\relationship.py:62(__init__)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:176(cb)
        3    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\arrays\datetimes.py:583(astype)
        3    0.000    0.000    0.007    0.002 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\arrays\datetimelike.py:386(_concat_same_type)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\format.py:587(_initialize_justify)
        6    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(can_cast)
       10    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\numpy\core\_internal.py:827(npy_ctypes_check)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\reshape\concat.py:585(<listcomp>)
       21    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\workbook\workbook.py:302(worksheets)
       21    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\re.py:250(compile)
       21    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\base.py:4096(_get_engine_target)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\re.py:223(split)
       21    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\workbook\workbook.py:119(epoch)
        9    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\base.py:1392(rename)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\base.py:6174(get_unanimous_names)
       59    0.000    0.000    0.000    0.000 {method 'seekable' of '_io.BufferedReader' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\base.py:4353(<setcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:584(add_separator_line)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\openpyxl\styles\borders.py:87(__init__)
       30    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\numpy\core\numerictypes.py:554(<listcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\zipfile.py:1407(<listcomp>)
        3    0.000    0.000    0.326    0.109 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:269(non_null_counts)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1566(from_blocks)
        3    0.000    0.000    0.099    0.033 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\groupby.py:1445(mean)
       24    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:3875(_extract_dialect)
       12    0.000    0.000    0.009    0.001 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\grouper.py:602(group_index)
       24    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:3971(_validate_skipfooter)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\base.py:503(_get_attributes_dict)
       19    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\abc.py:100(__subclasscheck__)
        9    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\base.py:606(__array__)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexes\base.py:570(_cleanup)
       57    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_bool}
        6    0.000    0.000    0.036    0.006 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\generic.py:11051(sum)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\indexing.py:2238(check_bool_indexer)
        3    0.000    0.000    0.330    0.110 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:377(_create_table_builder)
        3    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\internals\managers.py:743(get_numeric_data)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\groupby\ops.py:796(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\parsers.py:1575(_get_simple_index)
        6    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\csvs.py:193(_need_to_save_header)
        3    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\frame.py:8792(<listcomp>)
        3    0.000    0.000    0.001    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:333(__init__)
        9    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\base.py:429(size)
        3    0.000    0.000    0.000    0.000 C:\Users\kiran\anaconda3\lib\site-packages\pandas\core\generic.py:5543(_consolidate)
        3    0.000    0.000    0.128    0.043 C:\Users\kiran\anaconda3\lib\site-packages\pandas\io\formats\info.py:467(get_lines)
        6    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(nonzero)
